Fiscal Year,NAICS,Employer,sum(Initial Approvals),sum(Initial Denials),ApprovalRate
2013,54,millennium,39,0,1.0
2014,61,univ of ct ofc of the gen counsel,39,0,1.0
2015,61,univ of missouri columbia,39,0,1.0
2012,54,scm,39,3,0.9285714285714286
2013,56,avant healthcare pros,39,0,1.0
2013,54,vsoft,39,2,0.9512195121951219
2018,54,los alamos natl security,38,3,0.926829268292683
2013,45,sears s mgt,38,1,0.9743589743589743
2019,33,whirool,38,1,0.9743589743589743
2019,62,henry ford health,38,0,1.0
2012,54,canvas,38,5,0.8837209302325582
2019,61,oregon health  science,38,1,0.9743589743589743
2019,54,dxc ology,38,3,0.926829268292683
2018,61,texas,38,2,0.95
2015,54,bytefield,38,0,1.0
2012,61,north carolina state univ,38,0,1.0
2019,52,lendingclub,38,5,0.8837209302325582
2014,54,pharmatek,38,6,0.8636363636363636
2014,54,engineering  asso,38,0,1.0
2013,61,ca inst of,38,0,1.0
2017,33,medtronic,38,0,1.0
2012,54,people,38,0,1.0
2019,61,univ of houston,38,0,1.0
2017,54,ciber,38,6,0.8636363636363636
2013,61,florida state univ,38,1,0.9743589743589743
2014,54,millennium,38,2,0.95
2014,54,mr consultants,38,4,0.9047619047619048
2012,61,univ of miami miller sch of medici,38,1,0.9743589743589743
2012,54,sunera,38,0,1.0
2015,54,strategic  intl,38,2,0.95
2017,33,cypress semiconductor,38,1,0.9743589743589743
2012,61,the  of texas medical br,38,1,0.9743589743589743
2014,56,bona fide management,38,0,1.0
2013,61,the  of tennessee,38,0,1.0
2015,54,factset research,38,0,1.0
2016,61,albert einstein college of medicin,38,0,1.0
2012,33,cadence design,38,0,1.0
2017,33,xilinx,38,1,0.9743589743589743
2019,61,louisiana state univ intl  ofc,38,0,1.0
2019,54,altair productdesign,38,19,0.6666666666666666
2012,51,rackspace,38,0,1.0
2012,52,capital one national association,38,0,1.0
2014,54,tera operations,38,2,0.95
2016,33,motorola mobility,38,0,1.0
2019,54,aricent,38,36,0.5135135135135135
2014,54,satyam venture engineering  pv,38,1,0.9743589743589743
2019,54,nemo,38,25,0.6031746031746031
2019,54,source,38,7,0.8444444444444444
2016,33,freescale semiconductor,38,0,1.0
2013,33,qualcomm innovation center,38,0,1.0
2019,54,analysis,38,2,0.95
2016,61,clemson,38,1,0.9743589743589743
2012,61,the univ of tennessee,38,0,1.0
2014,54,mobilenet,38,0,1.0
2015,54,kellton,38,0,1.0
2017,54,logic,38,3,0.926829268292683
2019,54,lawrence livermore national securi,38,0,1.0
2019,52,citadel,38,1,0.9743589743589743
2019,33,valeo north,38,0,1.0
2014,54,ware,38,7,0.8444444444444444
2014,61,univ of sc,38,0,1.0
2014,54,tavant,38,1,0.9743589743589743
2019,54,ellie mae,38,3,0.926829268292683
2012,61,temple,38,2,0.95
2019,54,waymo,38,0,1.0
2012,61,texas am univ,38,1,0.9743589743589743
2014,54,smartsoft,38,3,0.926829268292683
2016,54,srs,38,7,0.8444444444444444
2014,54,shinewell,38,3,0.926829268292683
2015,61,temple univ,38,0,1.0
2014,45,on,38,0,1.0
2015,33,lam research,38,0,1.0
2014,61,univ of colorado boulder,38,0,1.0
2017,54,valuemomentum,38,0,1.0
2016,61,oregon health  science,38,0,1.0
2019,54,iqvia,38,3,0.926829268292683
2018,51,sprint,38,0,1.0
2014,54,saksgrp,38,4,0.9047619047619048
2014,33,microchip,38,0,1.0
2012,54,ligent,38,0,1.0
2014,54,intl s pro  dba iq  pro,38,3,0.926829268292683
2017,54,vedicsoft,38,1,0.9743589743589743
2016,61,west virginia univ,38,1,0.9743589743589743
2017,61,of north carolina at ch,38,1,0.9743589743589743
2017,54,symphony teleca,38,2,0.95
2015,54,eclinicalworks,38,1,0.9743589743589743
2013,61,of california irvine,38,0,1.0
2014,54,frontier,38,1,0.9743589743589743
2015,52,citi credit,37,0,1.0
2013,54,siri info,37,4,0.9024390243902439
2018,61,florida state,37,1,0.9736842105263158
2016,62,henry ford health,37,1,0.9736842105263158
2012,54,sabre,37,2,0.9487179487179487
2013,52,barclays,37,0,1.0
2017,61,univ of california santa barbara,37,0,1.0
2012,54,igt,37,0,1.0
2018,54,informatica,37,4,0.9024390243902439
2017,33,lam research,37,0,1.0
2018,54,quintiles ims,37,2,0.9487179487179487
2015,54,infolob,37,1,0.9736842105263158
2018,54,experis,37,13,0.74
2016,54,edge,37,2,0.9487179487179487
2013,54,amalgam,37,7,0.8409090909090909
2019,32,e i du pont de nemours and,37,0,1.0
2013,33,brocade,37,0,1.0
2019,33,rockwell collins,37,0,1.0
2019,61,of rochester,37,1,0.9736842105263158
2013,61,univ of ct immigration  ofc of,37,1,0.9736842105263158
2015,54,proserdba tekskills,37,0,1.0
2019,42,a2z development center  d b a,37,3,0.925
2015,54,tavant,37,0,1.0
2012,62,uhcp dba upmc mep,37,1,0.9736842105263158
2019,61,rensselaer polynic institute,37,0,1.0
2014,54,avani,37,0,1.0
2019,54,idexcel,37,18,0.6727272727272727
2019,33,abb,37,3,0.925
2016,54,itc,37,12,0.7551020408163265
2016,62,the children s hospital of philade,37,0,1.0
2013,54,deloitte  advisory  l,37,0,1.0
2018,54,axtria,37,4,0.9024390243902439
2017,52,barclays capital,37,0,1.0
2017,33,here north,37,1,0.9736842105263158
2017,54,oracle  ware,37,21,0.6379310344827587
2014,54,tx am agrilife research part of t,37,0,1.0
2013,52,goldman sachs new jersey,37,0,1.0
2017,54,parsons brkerhoff,37,1,0.9736842105263158
2017,54,fred hutchinson cancer research ce,37,0,1.0
2013,52,hsbc bank n a,37,0,1.0
2012,54,schweitzer engrg oratories,37,1,0.9736842105263158
2017,61,the univ of hlth science ctr at ho,37,0,1.0
2013,61,weill cornell medical college,37,1,0.9736842105263158
2013,21,bp,37,0,1.0
2019,54,formac,37,17,0.6851851851851852
2019,54,r,37,19,0.6607142857142857
2013,54,smart dw,37,5,0.8809523809523809
2013,54,slk,37,4,0.9024390243902439
2019,54,diversant,37,13,0.74
2015,54,speridian,37,0,1.0
2016,54,altimetrik,37,2,0.9487179487179487
2017,61,of arkansas,37,2,0.9487179487179487
2019,54,vsion,37,43,0.4625
2019,61,the  of oklahoma,37,0,1.0
2012,54,siri info,37,7,0.8409090909090909
2017,61,ny city dept of ed,37,0,1.0
2017,33,arm,37,0,1.0
2013,61,texas  univ,37,0,1.0
2014,54,etouch,37,2,0.9487179487179487
2016,61,florida state,37,1,0.9736842105263158
2014,33,micron,37,2,0.9487179487179487
2013,54,exlcom,37,3,0.925
2013,54,aditi  private,37,4,0.9024390243902439
2019,54,ciber,37,31,0.5441176470588235
2013,61,louisiana state univ,37,1,0.9736842105263158
2014,61,univ of ne med ctr,37,0,1.0
2019,62,vanderbilt univ medical ctr,37,0,1.0
2014,33,seagate,37,0,1.0
2013,62,cinnati children s hosp med ctr,37,0,1.0
2016,62,mount sinai medical center,37,0,1.0
2012,54,the dow chemical,37,0,1.0
2012,54,nip,37,0,1.0
2016,54,quest diagnostics,37,0,1.0
2016,45,wayfair,37,0,1.0
2014,54,i,37,3,0.925
2014,61,the univ of tx hlth science ctr at,37,0,1.0
2016,42,a2z dv center  dba 126,37,0,1.0
2018,54,fortinet,37,0,1.0
2013,54,sparta,37,6,0.8604651162790697
2019,61,embry riddle aeronautical univ,37,0,1.0
2012,62,st jude children s research hosp,37,0,1.0
2014,54,expedia,37,0,1.0
2015,61,w m rice univ,37,0,1.0
2014,54,epam,37,0,1.0
2017,45,on,37,2,0.9487179487179487
2019,61,texas,37,0,1.0
2015,33,qualcomm atheros,37,1,0.9736842105263158
2019,52,goldman sachs bank,36,2,0.9473684210526315
2013,54,all,36,0,1.0
2013,54,xavient,36,0,1.0
2014,54,the pripal,36,1,0.972972972972973
2013,54,ds,36,9,0.8
2015,54,sriven,36,0,1.0
2016,61,denver public schools district 1,36,0,1.0
2019,54,palo alto,36,6,0.8571428571428571
2018,33,foundries2,36,0,1.0
2016,54,egen,36,6,0.8571428571428571
2014,54,strategic  intl,36,4,0.9
2014,52,goldman sachs,36,0,1.0
2012,61,indiana univ purdue univ indianapo,36,1,0.972972972972973
2015,54,centraprise,36,6,0.8571428571428571
2016,54,aecom nical,36,0,1.0
2019,54,kirkland  ellis,36,4,0.9
2018,52,aig employee,36,4,0.9
2019,52,quicken loans,36,1,0.972972972972973
2013,54,logistic,36,2,0.9473684210526315
2012,61,of nebraska loln,36,0,1.0
2016,51,ye,36,0,1.0
2019,54,itc,36,21,0.631578947368421
2012,54,opusware  pvt,36,0,1.0
2012,54,tavant,36,2,0.9473684210526315
2013,54,nictek,36,4,0.9
2013,54,object frontier,36,0,1.0
2019,52,hm health,36,8,0.8181818181818182
2014,33,klatencor,36,0,1.0
2018,54,visionet,36,4,0.9
2012,61,trustees of boston,36,1,0.972972972972973
2013,33,altera,36,0,1.0
2018,54,kj,36,13,0.7346938775510204
2019,54,comscore,36,2,0.9473684210526315
2017,61,california institute of,36,0,1.0
2012,54,3i,36,2,0.9473684210526315
2019,54,ar,36,9,0.8
2016,54,deloitte transactions  bus analyt,36,0,1.0
2017,54,delta  ware,36,2,0.9473684210526315
2017,54,satyam venture engrg  pvt,36,0,1.0
2019,54,factset research,36,2,0.9473684210526315
2017,61,w m rice,36,1,0.972972972972973
2013,54,brookhaven national oratory,36,0,1.0
2013,54,bechtel oil gas and chemicals,36,0,1.0
2014,54,elite,36,4,0.9
2013,61,wayne state univ,36,1,0.972972972972973
2018,52,two sigma investments,36,0,1.0
2015,54,itc,36,1,0.972972972972973
2014,54,musigma,36,18,0.6666666666666666
2016,54,akamai,36,0,1.0
2018,54,honeywell,36,0,1.0
2014,52,barclays,36,0,1.0
2012,56,grandison management,36,0,1.0
2018,62,montefiore medical center,36,0,1.0
2012,61,univ of hawaii,36,0,1.0
2017,54,tasacom,36,27,0.5714285714285714
2013,54,i,36,3,0.9230769230769231
2018,54,intone,36,12,0.75
2013,62,montefiore medical center,36,0,1.0
2019,54,valuemomentum,36,1,0.972972972972973
2019,54,tavant,36,2,0.9473684210526315
2013,54,engineering,36,1,0.972972972972973
2012,21,chevron,36,0,1.0
2019,52,cybersource,36,0,1.0
2019,33,ford motor,36,1,0.972972972972973
2016,54,astir,36,0,1.0
2014,61,the univ of georgia oie,36,1,0.972972972972973
2017,61,of georgia oie,36,0,1.0
2019,99,amazon,36,1,0.972972972972973
2013,62,maimonides medical ctr,36,0,1.0
2015,61,univ of notre dame du lac,36,0,1.0
2015,52,capital one national association,36,0,1.0
2013,54,fusion,36,0,1.0
2015,54,prokarma,36,1,0.972972972972973
2015,45,staples,36,0,1.0
2015,54,hiracle,36,1,0.972972972972973
2019,52,pacific investment management co,36,2,0.9473684210526315
2015,61,california institute of,36,0,1.0
2017,61,univ of ct ofc of the general coun,36,0,1.0
2018,61,case western reserve univ,36,0,1.0
2016,61,the univ of oklahoma,36,0,1.0
2012,61,the univ of georgia oie,36,0,1.0
2018,54,pivotalware,36,2,0.9473684210526315
2014,54,i28,36,10,0.782608695652174
2013,54,sriven,36,6,0.8571428571428571
2018,61,univ of colorado boulder,36,0,1.0
2012,54,baker hughes,36,1,0.972972972972973
2014,54,nga   dba wwwmoverscom,36,0,1.0
2013,54,anjaneyap,36,12,0.75
2015,54,it,36,7,0.8372093023255814
2014,61,georgia institute of,36,1,0.972972972972973
2019,61,univ of california irvine,36,0,1.0
2018,54,now,36,2,0.9473684210526315
2012,42,126,36,0,1.0
2012,54,hewlettpackard soft,36,3,0.9230769230769231
2015,61,of rochester,36,1,0.972972972972973
2015,61,univ of miami miller sch of medici,36,1,0.972972972972973
2013,45,on,36,0,1.0
2014,61,univ of missouri columbia,36,0,1.0
2014,61,oregon health  science,36,0,1.0
2014,54,i vision,36,2,0.9473684210526315
2012,54,agama,36,1,0.972972972972973
2013,61,dallas independent school district,36,1,0.972972972972973
2016,61,of colorado,36,0,1.0
2016,61,virginia commonwealth univ,35,0,1.0
2017,61,the rockefeller,35,0,1.0
2012,54,cloudeeva,35,0,1.0
2012,54,microstrategy,35,0,1.0
2019,54,stripe,35,1,0.9722222222222222
2018,54,arcadis,35,2,0.9459459459459459
2016,54,perficient,35,3,0.9210526315789473
2012,54,fiserv,35,0,1.0
2013,54,clairvoyant no,35,1,0.9722222222222222
2012,61,the univ of az,35,1,0.9722222222222222
2012,54,intelli,35,6,0.8536585365853658
2014,61,univ of hawaii,35,0,1.0
2016,54,fred hutchison cancer research ctr,35,0,1.0
2012,61,georgetown,35,0,1.0
2019,54,irisware,35,7,0.8333333333333334
2013,54,kolla,35,0,1.0
2016,61,lsu agricultural center,35,0,1.0
2016,54,lancesoft,35,4,0.8974358974358975
2019,54,career,35,5,0.875
2012,61,dli defense language instarmy,35,0,1.0
2013,61,temple univ,35,0,1.0
2012,54,enterprise,35,9,0.7954545454545454
2016,54,adroixdba codeforce 360,35,6,0.8536585365853658
2019,54,standav,35,9,0.7954545454545454
2016,54,vision,35,9,0.7954545454545454
2012,54,swift,35,1,0.9722222222222222
2019,45,staples,35,8,0.813953488372093
2012,54,srs,35,1,0.9722222222222222
2014,54,e,35,1,0.9722222222222222
2018,51,audible,35,2,0.9459459459459459
2013,54,blue telcom,35,0,1.0
2019,61,case western reserve univ,35,1,0.9722222222222222
2014,61,wa state univ biological sciences,35,0,1.0
2013,61,the univ of oklahoma,35,1,0.9722222222222222
2014,61,univ of california irvine,35,0,1.0
2013,54,swift,35,4,0.8974358974358975
2019,62,univ of pittsburgh physicians,35,3,0.9210526315789473
2013,54,agreeya,35,1,0.9722222222222222
2016,54,tata elxsi,35,2,0.9459459459459459
2019,54,the nielsen,35,0,1.0
2013,54,comscore,35,0,1.0
2013,52,n express travel related se,35,0,1.0
2016,54,rsr un,35,3,0.9210526315789473
2012,52,blackrock  management,35,2,0.9459459459459459
2013,51,adp,35,0,1.0
2016,54,food and drug administrationdhhs,35,0,1.0
2013,54,avani,35,3,0.9210526315789473
2019,54,fred hutchinson cancer research ce,35,2,0.9459459459459459
2012,54,revereit,35,1,0.9722222222222222
2019,51,equifax,35,0,1.0
2016,52,n express,35,0,1.0
2015,61,louisiana state univ,35,1,0.9722222222222222
2015,33,general motors,35,0,1.0
2012,54,idea,35,0,1.0
2019,54,deloitte transactions  bus analyt,35,17,0.6730769230769231
2016,54,ipolarity,35,28,0.5555555555555556
2013,54,orasys,35,0,1.0
2013,51,intergral development,35,0,1.0
2017,62,brigham and women s hospital,35,2,0.9459459459459459
2018,54,slk,35,26,0.5737704918032787
2017,62,cinnati children s hosp med ctr,35,1,0.9722222222222222
2016,54,vin,35,2,0.9459459459459459
2012,54,mahindra engineering,35,4,0.8974358974358975
2019,61,univ of ca santa barbara,35,1,0.9722222222222222
2016,54,headstrong,35,3,0.9210526315789473
2015,54,autodesk,35,0,1.0
2019,54,tusimple,35,5,0.875
2017,33,trw automotive,35,0,1.0
2014,54,microstrategy,35,0,1.0
2013,54,sunera,35,1,0.9722222222222222
2017,54,apps,35,10,0.7777777777777778
2013,54,akamai,35,1,0.9722222222222222
2014,54,precision,35,3,0.9210526315789473
2017,52,discover products,35,0,1.0
2019,33,seagate,35,1,0.9722222222222222
2019,42,cox automotive,35,2,0.9459459459459459
2014,54,sree,35,6,0.8536585365853658
2017,61,oregon health  science,35,0,1.0
2019,52,mastercard intl,35,2,0.9459459459459459
2014,54,span,35,3,0.9210526315789473
2014,54,vedicsoft,35,4,0.8974358974358975
2014,54,infolob,35,3,0.9210526315789473
2013,54,valuemomentum,35,0,1.0
2012,48,fedex,35,0,1.0
2012,54,cyberthink,35,0,1.0
2014,54,factset research,35,1,0.9722222222222222
2019,54,micronet,35,36,0.49295774647887325
2014,54,hadiamondstarware,35,1,0.9722222222222222
2019,61,denver public schools district 1,35,0,1.0
2015,33,dell,35,0,1.0
2013,54,geometric,35,6,0.8536585365853658
2014,54,supernova nologies,35,2,0.9459459459459459
2014,33,hughes,35,0,1.0
2019,61,of arkansas for medical,35,1,0.9722222222222222
2019,33,maxim integrated products,34,1,0.9714285714285714
2013,61,of rochester,34,1,0.9714285714285714
2013,33,tesla motors,34,0,1.0
2014,51,nokia siemens,34,0,1.0
2019,54,credit karma,34,0,1.0
2013,54,airwatch,34,0,1.0
2014,54,atlas,34,2,0.9444444444444444
2014,61,texas  univ,34,2,0.9444444444444444
2017,54,diaspark,34,0,1.0
2012,32,abbott oratories,34,0,1.0
2012,61,florida state univ,34,0,1.0
2013,33,cadence design,34,0,1.0
2019,54,perficient,34,9,0.7906976744186046
2018,62,uhcp dba upmc medical education,34,24,0.5862068965517241
2019,54,photon,34,28,0.5483870967741935
2016,54,now,34,0,1.0
2013,54,amzur,34,0,1.0
2015,54,virhi,34,2,0.9444444444444444
2013,54,cignex matics,34,0,1.0
2017,61,georgia inst of,34,0,1.0
2018,52,state street bank  trust,34,4,0.8947368421052632
2017,54,ness,34,7,0.8292682926829268
2014,54,cpsg partners,34,2,0.9444444444444444
2015,54,priple,34,2,0.9444444444444444
2017,52,visa,34,1,0.9714285714285714
2017,54,xavient,34,13,0.723404255319149
2016,54,3s,34,3,0.918918918918919
2018,61,miami univ,34,2,0.9444444444444444
2012,54,cggveritas,34,1,0.9714285714285714
2016,33,qualcomm atheros,34,0,1.0
2015,62,uhcp dba upmc mep,34,0,1.0
2017,54,sabre glbl,34,5,0.8717948717948718
2012,54,apex,34,2,0.9444444444444444
2019,54,at kearney,34,2,0.9444444444444444
2017,62,gen hospdba mass gen hosp,34,0,1.0
2012,61,tulane,34,0,1.0
2015,54,diaspark,34,0,1.0
2016,61,northeastern,34,2,0.9444444444444444
2013,54,lucid,34,2,0.9444444444444444
2015,54,fusion plus,34,15,0.6938775510204082
2017,61,albert einstein college of medicin,34,1,0.9714285714285714
2016,54,twitter,34,2,0.9444444444444444
2019,54,halliburton energy,34,4,0.8947368421052632
2019,61,tulane univ,34,1,0.9714285714285714
2016,54,photon,34,2,0.9444444444444444
2015,54,hirepeople,34,1,0.9714285714285714
2013,21,national oilwell varco,34,1,0.9714285714285714
2014,61,univ of miami miller sch of medici,34,1,0.9714285714285714
2015,54,tata   tti,34,2,0.9444444444444444
2015,54,avani,34,1,0.9714285714285714
2019,54,revereit,34,4,0.8947368421052632
2017,54,los alamos national security,34,0,1.0
2018,51,snap,34,0,1.0
2015,61,of arkansas,34,0,1.0
2019,54,slalom,34,18,0.6538461538461539
2014,54,gallegaware,34,4,0.8947368421052632
2016,54,aspire,34,10,0.7727272727272727
2012,54,nosoft,34,1,0.9714285714285714
2013,54,colorate,34,9,0.7906976744186046
2014,54,miracleware,34,3,0.918918918918919
2014,54,speridian,34,2,0.9444444444444444
2016,61,univ of massachusetts amherst,34,0,1.0
2013,61,univ of miami miller sch of medici,34,0,1.0
2016,54,experis,34,4,0.8947368421052632
2018,61,denver publics schools district 1,34,1,0.9714285714285714
2013,54,halliburton energy,34,1,0.9714285714285714
2016,54,sunray enterprise,34,1,0.9714285714285714
2017,54,edgeware,34,1,0.9714285714285714
2018,54,jnit,34,29,0.5396825396825397
2019,61,univ of south fl,34,0,1.0
2014,54,3s,34,3,0.918918918918919
2013,54,pvr,34,6,0.85
2014,54,sears,34,0,1.0
2013,54,tekwissen,34,2,0.9444444444444444
2018,54,emc,34,0,1.0
2019,62,the childrens hosp of philadehia,34,1,0.9714285714285714
2018,54,vi,34,2,0.9444444444444444
2016,54,ariston tek,34,5,0.8717948717948718
2019,61,the univ of tennessee,34,3,0.918918918918919
2018,52,deutsche bank securities,34,6,0.85
2019,61,georgetown univ,34,0,1.0
2014,54,cloudeeva,34,72,0.32075471698113206
2018,61,univ of massachusetts amherst,34,1,0.9714285714285714
2019,54,gartner,34,6,0.85
2019,54,pvr,34,18,0.6538461538461539
2014,54,tachyon,34,1,0.9714285714285714
2018,61,the curators of the univ of missou,34,2,0.9444444444444444
2012,33,dell,34,1,0.9714285714285714
2015,54,moodys analytics,34,2,0.9444444444444444
2019,54,cornerstone research,34,0,1.0
2015,54,infosys bpo,34,3,0.918918918918919
2014,54,skidmore owings  merrill,34,1,0.9714285714285714
2012,54,virtuosa,34,0,1.0
2013,54,sage,34,0,1.0
2013,54,factset research,34,0,1.0
2018,33,intel mobile,34,3,0.918918918918919
2013,54,tera operations,34,1,0.9714285714285714
2018,61,harmony public schools,34,0,1.0
2018,54,mindlance,34,1,0.9714285714285714
2014,62,cinnati children s hosp med ctr,34,0,1.0
2016,54,fortinet,34,1,0.9714285714285714
2012,54,natsoft,34,8,0.8095238095238095
2012,54,synapse design automation,34,1,0.9714285714285714
2017,54,trianz,34,1,0.9714285714285714
2016,33,analog devices,34,0,1.0
2012,52,ubs securities,34,0,1.0
2018,61,univ of connecticut ofc of the gen,34,0,1.0
2016,54,paradigms intl,34,1,0.9714285714285714
2012,54,commvault,34,0,1.0
2016,61,univ of california irvine,34,0,1.0
2018,54,autodesk,34,2,0.9444444444444444
2015,54,valuemomentum,34,0,1.0
2014,54,new york  partners,34,3,0.918918918918919
2014,54,divensi,33,0,1.0
2014,62,john h stroger jr hospital of cook,33,0,1.0
2013,54,r,33,1,0.9705882352941176
2017,51,value,33,16,0.673469387755102
2014,54,pamten,33,1,0.9705882352941176
2019,62,the devereux foundation,33,5,0.868421052631579
2019,61,vanderbilt univ,33,0,1.0
2015,54,citius,33,0,1.0
2017,54,electronic arts,33,1,0.9705882352941176
2015,54,agreeya,33,1,0.9705882352941176
2017,62,vanderbilt  medical ctr,33,0,1.0
2019,54,m arthur gensler jr,33,3,0.9166666666666666
2015,54,n,33,6,0.8461538461538461
2012,54,deloitte  advisory  l,33,0,1.0
2018,54,parsons brkerhoff,33,1,0.9705882352941176
2018,61,temple,33,0,1.0
2016,54,swift,33,9,0.7857142857142857
2018,54,veritas,33,0,1.0
2013,54,symphony,33,0,1.0
